loss,accuracy,val_loss,val_accuracy,lr
0.6096662282943726,0.7294429540634155,0.6700080633163452,0.7760540843009949,0.0010000000474974513
0.39812949299812317,0.8173739910125732,1.4420318603515625,0.5425616502761841,0.0010000000474974513
0.3201533854007721,0.8610079288482666,1.016165018081665,0.6161495447158813,0.0010000000474974513
0.2948043942451477,0.8712201714515686,0.6747152805328369,0.7187748551368713,0.0010000000474974513
0.282259464263916,0.8810344934463501,0.8725411891937256,0.6829753518104553,0.0010000000474974513
0.27634093165397644,0.885145902633667,1.4634345769882202,0.6376292705535889,0.0010000000474974513
0.25217416882514954,0.8903182744979858,0.30197155475616455,0.8878281712532043,0.0010000000474974513
0.2504808008670807,0.8920424580574036,0.7815016508102417,0.7609387636184692,0.0010000000474974513
0.2425127923488617,0.8998673558235168,1.594538688659668,0.5926809906959534,0.0010000000474974513
0.23901723325252533,0.8998673558235168,0.48447051644325256,0.7915672063827515,0.0010000000474974513
0.23240502178668976,0.903580904006958,1.1337952613830566,0.6233094930648804,0.0010000000474974513
0.22854316234588623,0.9039787650108337,0.7227821350097656,0.7669053077697754,0.0010000000474974513
0.21762193739414215,0.9125994443893433,0.34374359250068665,0.879872739315033,0.0010000000474974513
0.20674893260002136,0.9172413945198059,0.5992084741592407,0.7752585411071777,0.0010000000474974513
0.2142588496208191,0.9098142981529236,0.8419840931892395,0.7147971391677856,0.0010000000474974513
0.20552010834217072,0.9129973649978638,0.5666882991790771,0.7852028608322144,0.0010000000474974513
0.21696121990680695,0.913129985332489,0.22599832713603973,0.910103440284729,0.0010000000474974513
0.20849473774433136,0.914854109287262,1.1532983779907227,0.6829753518104553,0.0010000000474974513
0.19830358028411865,0.9194959998130798,0.3979165256023407,0.8607796430587769,0.0010000000474974513
0.19647426903247833,0.922015905380249,0.3734257221221924,0.8699284195899963,0.0010000000474974513
0.19072645902633667,0.9251989126205444,0.5419877171516418,0.8031026124954224,0.0010000000474974513
0.18836140632629395,0.9240053296089172,0.5458478927612305,0.8500397801399231,0.0010000000474974513
0.1849416047334671,0.9248010516166687,0.8457061648368835,0.6682577729225159,0.0010000000474974513
0.18572458624839783,0.9278514385223389,0.3077249825000763,0.8969769477844238,0.0010000000474974513
0.1723681092262268,0.9307692050933838,0.49058884382247925,0.8408910036087036,0.0010000000474974513
0.18452364206314087,0.9265251755714417,0.37421905994415283,0.8639618158340454,0.0010000000474974513
0.1602775603532791,0.9347479939460754,0.5220254063606262,0.8114558458328247,0.0010000000474974513
0.17432759702205658,0.9246684312820435,0.818051815032959,0.6825775504112244,0.0010000000474974513
0.17391842603683472,0.9307692050933838,0.2882467210292816,0.892203688621521,0.0010000000474974513
0.17169219255447388,0.9305039644241333,0.5225648880004883,0.8400954604148865,0.0010000000474974513
0.15985305607318878,0.9387267827987671,0.18001657724380493,0.9287987351417542,0.0010000000474974513
0.15814605355262756,0.9395225644111633,0.23304148018360138,0.9057279229164124,0.0010000000474974513
0.15774965286254883,0.9384615421295166,1.0176211595535278,0.7008751034736633,0.0010000000474974513
0.1605893075466156,0.9364721775054932,0.5487558841705322,0.7967382669448853,0.0010000000474974513
0.15214674174785614,0.9376657605171204,0.26582828164100647,0.9105011820793152,0.0010000000474974513
0.16500119864940643,0.9343501329421997,0.4083515703678131,0.8607796430587769,0.0010000000474974513
0.14246141910552979,0.941644549369812,0.3360483944416046,0.8810660243034363,0.0010000000474974513
0.14411577582359314,0.9477453827857971,0.3890162706375122,0.8416865468025208,0.0010000000474974513
0.14117717742919922,0.9429708123207092,0.5356411337852478,0.7903739213943481,0.0010000000474974513
0.14509789645671844,0.941114068031311,0.9227950572967529,0.7478122711181641,0.0010000000474974513
0.14366760849952698,0.9429708123207092,0.2737693786621094,0.8914080858230591,0.0010000000474974513
0.14080007374286652,0.9442970752716064,0.4412144422531128,0.8241845369338989,0.0010000000474974513
0.14236293733119965,0.9429708123207092,0.2765909433364868,0.9017502069473267,0.0010000000474974513
0.13094238936901093,0.9482758641242981,0.3059224486351013,0.8862370848655701,0.0010000000474974513
0.13279497623443604,0.9510610103607178,0.5459386110305786,0.8289578557014465,0.0010000000474974513
0.13563430309295654,0.9470822215080261,0.5898575186729431,0.7832139730453491,0.0010000000474974513
0.09676013886928558,0.9629973769187927,0.22280289232730865,0.9284009337425232,0.00010000000474974513
0.0882844552397728,0.9684349894523621,0.2200627624988556,0.9315831065177917,0.00010000000474974513
0.07342687994241714,0.9722811579704285,0.27554309368133545,0.9160699844360352,0.00010000000474974513
0.07913517951965332,0.9704244136810303,1.3765759468078613,0.7020683884620667,0.00010000000474974513
0.07426322996616364,0.9717506766319275,0.16257059574127197,0.9510740041732788,0.00010000000474974513
0.06808491796255112,0.9755968451499939,0.4346345067024231,0.8691328763961792,0.00010000000474974513
0.06578686088323593,0.9750663042068481,0.35044413805007935,0.9025457501411438,0.00010000000474974513
0.06110202148556709,0.9785146117210388,0.203231543302536,0.9427207708358765,0.00010000000474974513
0.06693664193153381,0.9751989245414734,0.2675366997718811,0.9216388463973999,0.00010000000474974513
0.058602795004844666,0.9759947061538696,0.38615795969963074,0.892203688621521,0.00010000000474974513
0.06372475624084473,0.9734748005867004,0.7991793751716614,0.8249801397323608,0.00010000000474974513
0.05710355564951897,0.9789124727249146,0.28511467576026917,0.9244232177734375,0.00010000000474974513
0.0577959306538105,0.9763925671577454,0.5417548418045044,0.8631662726402283,0.00010000000474974513
0.05056220665574074,0.980901837348938,0.2536296546459198,0.933571994304657,0.00010000000474974513
0.04845941439270973,0.980371356010437,0.41572603583335876,0.8989657759666443,0.00010000000474974513
0.05102293938398361,0.9801061153411865,0.24656251072883606,0.9343675374984741,0.00010000000474974513
0.04571571201086044,0.9828912615776062,0.40581825375556946,0.897772490978241,0.00010000000474974513
0.04310503974556923,0.9832891225814819,0.21127991378307343,0.9478918313980103,0.00010000000474974513
0.054509736597537994,0.9782493114471436,0.5923932194709778,0.861575186252594,0.00010000000474974513
0.04922559857368469,0.980901837348938,0.24623803794384003,0.9307875633239746,0.00010000000474974513
0.04497677832841873,0.9826260209083557,0.2843325734138489,0.9228321313858032,1.0000000656873453e-05
0.03715139627456665,0.9850132465362549,0.29085391759872437,0.9208433032035828,1.0000000656873453e-05
0.03969371318817139,0.9851458668708801,0.2772919833660126,0.9248210191726685,1.0000000656873453e-05
0.03401230648159981,0.9867374300956726,0.2631123960018158,0.9303898215293884,1.0000000656873453e-05
0.0414297841489315,0.9844827651977539,0.2816391885280609,0.9232299327850342,1.0000000656873453e-05
0.037372227758169174,0.9872679114341736,0.2696188986301422,0.9291964769363403,1.0000000656873453e-05
0.03861069679260254,0.9839522838592529,0.29329296946525574,0.9204455018043518,1.0000000656873453e-05
0.03877892717719078,0.9852784872055054,0.282913476228714,0.9268098473548889,1.0000000656873453e-05
0.0408882312476635,0.9843501448631287,0.29027315974235535,0.9232299327850342,1.0000000656873453e-05
0.03601842373609543,0.9864721298217773,0.26694878935813904,0.9295942783355713,1.0000000656873453e-05
0.03385510668158531,0.9858090281486511,0.28437647223472595,0.9264121055603027,1.0000000656873453e-05
0.033421117812395096,0.988063633441925,0.26260095834732056,0.9307875633239746,1.0000000656873453e-05
0.03725907951593399,0.9867374300956726,0.2824384868144989,0.9268098473548889,1.0000000656873453e-05
0.03938973695039749,0.9846153855323792,0.32479941844940186,0.9164677858352661,1.0000000656873453e-05
0.03587622195482254,0.9860742688179016,0.27789562940597534,0.9272076487541199,1.0000000656873453e-05
0.03616081550717354,0.9859416484832764,0.296865850687027,0.9248210191726685,1.0000001111620804e-06
0.03679277002811432,0.9868700504302979,0.2901100218296051,0.9252187609672546,1.0000001111620804e-06
0.03590601682662964,0.9871352910995483,0.2923201322555542,0.9256165623664856,1.0000001111620804e-06
0.03231247141957283,0.9875331521034241,0.2855011820793152,0.9264121055603027,1.0000001111620804e-06
0.036908749490976334,0.9858090281486511,0.2892687916755676,0.9260143041610718,1.0000001111620804e-06
0.03625272214412689,0.9868700504302979,0.2919178605079651,0.9256165623664856,1.0000001111620804e-06
